Ticker,Assets YoY Difference,Assets YoY % Change,Debt YoY Difference,Debt YoY % Change,Shares YoY Difference,Shares YoY % Change,Assets Change,Debt Change,Shares Change,Revenue YoY Difference,Revenue YoY % Change,Gross Profit YoY Difference,Gross Profit YoY % Change,Net Income YoY Difference,Net Income YoY % Change,Operating Expenses YoY Difference,Operating Expenses YoY % Change,Total Expenses YoY Difference,Total Expenses YoY % Change,Cost of Revenue YoY Difference,Cost of Revenue YoY % Change,Revenue Change,Gross Profit Change,Net Income Change,Operating Expenses Change,Total Expenses Change,Cost of Revenue Change,Operating Cash Flow YoY Difference,Operating Cash Flow YoY % Change,Operating Cash Flow Change,Free Cash Flow YoY Difference,Free Cash Flow YoY % Change,Free Cash Flow Change
GLW,-999000000.0,-3.3865554764568317,519000000.0,7.761327949753261,30174879.0,3.666449453219922,Decrease,Increase,Increase,-1601000000.0,-11.283388540418638,-575000000.0,-12.760763426542388,-735000000.0,-55.851063829787236,-27000000.0,-0.8800521512385973,-1053000000.0,-8.258175829346715,-1026000000.0,-10.595889703604255,Decrease,Decrease,Decrease,Decrease,Decrease,Decrease,-610000000.0,-23.32695984703633,Decrease,-396000000.0,-39.16913946587537,Decrease
CPAY,1386992000.0,9.844321135389645,-126682000.0,-2.6823278715043752,-1640905.0,-2.236884699939301,Increase,Decrease,Decrease,330590000.0,9.646266598076704,275389000.0,10.343551848655096,27563000.0,2.8882133692120115,65157000.0,5.359271118729447,120358000.0,6.077189056434573,55201000.0,7.218581757457421,Increase,Increase,Increase,Increase,Increase,Increase,1346335000.0,178.37047577030646,Increase,1343941000.0,222.7394844614158,Increase
CTVA,378000000.0,0.886949176404328,1010000000.0,78.84465261514441,-12159000.0,-1.704328031633584,Increase,Increase,Decrease,-229000000.0,-1.3119450014322576,287000000.0,4.0889015529277595,-412000000.0,-35.91979075850043,105000000.0,2.0624631703005214,-411000000.0,-2.6470019965221914,-516000000.0,-4.944423150632426,Decrease,Increase,Decrease,Increase,Decrease,Decrease,897000000.0,102.8669724770642,Increase,907000000.0,339.70037453183517,Increase
CSGP,517200000.0,6.155310919369228,1300000.0,0.13141932875051499,1429000.0,0.35138969830650346,Increase,Increase,Increase,272600000.0,12.490835777126108,195100000.0,11.03257181633115,5200000.0,1.4073071718538666,363800000.0,27.614999240929095,441300000.0,25.488044357167606,77500000.0,18.719806763285018,Increase,Increase,Increase,Increase,Increase,Increase,10800000.0,2.256110298725722,Increase,44100000.0,10.497500595096398,Increase
COST,4828000000.0,7.524234018015763,-1107000000.0,-17.072794571252313,129000.0,0.02914174181771756,Increase,Decrease,Increase,15336000000.0,6.757316460604357,2132000000.0,7.7324822283475925,448000000.0,7.665982203969879,1811000000.0,9.156175741948536,15015000000.0,6.851127709765881,13204000000.0,6.622463411942903,Increase,Increase,Increase,Increase,Increase,Increase,3676000000.0,49.72943722943724,Increase,3244000000.0,92.65924021708084,Increase
CTRA,261000000.0,1.295028282226851,-595000000.0,-27.281063732232923,-17244610.0,-2.2446769916159903,Increase,Decrease,Decrease,-3137000000.0,-34.65915368467572,-3265000000.0,-54.40759873354442,-2440000000.0,-60.02460024600246,-140000000.0,-19.39058171745153,-12000000.0,-0.31813361611876534,128000000.0,4.196721311475415,Decrease,Decrease,Decrease,Decrease,Decrease,Increase,-1798000000.0,-32.95454545454546,Decrease,-2187000000.0,-58.38227442605446,Decrease
CRWD,1619980000.0,32.22853095767666,1489000.0,0.20094331347291217,6088193.0,2.582182740470862,Increase,Increase,Increase,814319000.0,36.33347849133246,659827000.0,40.23323099624696,272572000.0,-148.74730551993233,471710000.0,25.774854831685623,626202000.0,25.755342303940033,154492000.0,25.695947148433795,Increase,Increase,Increase,Increase,Increase,Increase,225200000.0,23.931809221397927,Increase,254525000.0,37.73144373452717,Increase
CCI,-394000000.0,-1.012306980807276,1176000000.0,5.62410329985652,688863.0,0.15909076212470286,Decrease,Increase,Increase,-5000000.0,-0.07157171485828728,83000000.0,1.6876779178527812,-173000000.0,-10.328358208955224,28000000.0,1.1267605633802802,-60000000.0,-1.3178124313639406,-88000000.0,-4.255319148936165,Decrease,Increase,Decrease,Increase,Decrease,Decrease,248000000.0,8.617095205003466,Increase,134000000.0,8.54591836734695,Increase
CSX,496000000.0,1.183431952662728,79000000.0,0.4414394278051015,-107572315.0,-5.206791626331075,Increase,Increase,Decrease,-196000000.0,-1.3195987342624393,-258000000.0,-4.4598098530682755,-451000000.0,-10.825732117138742,50000000.0,-63.29113924050633,112000000.0,1.245967293358552,62000000.0,0.6837229819144142,Decrease,Decrease,Decrease,Increase,Increase,Increase,-70000000.0,-1.2457732692649937,Decrease,-218000000.0,-6.253585771658066,Decrease
CMI,1706000000.0,5.630548862998785,304000000.0,6.7585593597154325,500000.0,0.35385704175512345,Increase,Increase,Increase,5991000000.0,21.340029920923275,1530000000.0,22.77124572108944,-1416000000.0,-65.82984658298466,2779000000.0,68.4820108427797,7240000000.0,28.489355841498455,4461000000.0,20.889721376726754,Increase,Increase,Decrease,Increase,Increase,Increase,2004000000.0,102.1406727828746,Increase,1707000000.0,163.19311663479925,Increase
CVS,21453000000.0,9.397875369619978,8162000000.0,16.170061019098192,-12000000.0,-0.9230769230769265,Increase,Increase,Decrease,35309000000.0,10.949647560835674,-71000000.0,-0.13027044879087013,4033000000.0,93.55138019021109,1620000000.0,4.2395059143724545,37000000000.0,12.084513206413284,35380000000.0,13.203216838019882,Increase,Decrease,Increase,Increase,Increase,Increase,-2751000000.0,-17.00562527044569,Decrease,-3055000000.0,-22.713754646840144,Decrease
DHR,138000000.0,0.16360403082393837,-2379000000.0,-12.464633762967626,10900000.0,1.4966360016476665,Increase,Decrease,Increase,-2753000000.0,-10.332920466914386,-2154000000.0,-13.30615270570793,-2445000000.0,-33.915938410320436,103000000.0,1.1904761904761862,-496000000.0,-2.5959072591196897,-599000000.0,-5.729316116690574,Decrease,Decrease,Decrease,Increase,Decrease,Decrease,-1355000000.0,-15.90562272567203,Decrease,-1620000000.0,-21.88893392784759,Decrease
DRI,1081500000.0,10.559976565932727,491900000.0,52.875416532301415,-2207661.0,-1.823449127550869,Increase,Increase,Decrease,902200000.0,8.602376094128417,326800000.0,15.68589805126237,45700000.0,4.654241776148282,191400000.0,21.452589105581698,766800000.0,8.248176752791348,575400000.0,6.846413783256389,Increase,Increase,Increase,Increase,Increase,Increase,66300000.0,4.289596273291929,Increase,32300000.0,3.395353726479544,Increase
DVA,-34674000.0,-0.20482918141814244,-424283000.0,-4.880958174045857,-1587000.0,-1.7553173839466418,Decrease,Decrease,Decrease,530253000.0,4.567251001602601,420089000.0,12.354319757930154,131135000.0,23.40024982155604,131628000.0,6.304629899717362,241792000.0,2.348098812199484,110164000.0,1.3419001010164688,Increase,Increase,Increase,Increase,Increase,Increase,494461000.0,31.603635503684725,Increase,529905000.0,55.132909739569946,Increase
DAY,547400000.0,6.467773379807418,-3300000.0,-0.2719630789517091,2443355.0,1.588072455369094,Increase,Decrease,Increase,267500000.0,21.465254373294805,173300000.0,36.62299239222315,128200000.0,-174.65940054495914,14400000.0,2.8857715430861797,108600000.0,8.537735849056594,94200000.0,12.186287192755497,Increase,Increase,Increase,Increase,Increase,Increase,86900000.0,65.53544494720964,Increase,67000000.0,175.8530183727034,Increase
DECK,579376000.0,22.665492529349194,,0.0,-583000.0,-2.227231051344747,Increase,No Change,Decrease,660477000.0,18.208572469885187,560118000.0,30.685176156066984,242741000.0,46.968008327818865,285355000.0,24.33484362781091,385714000.0,12.967203277150885,100359000.0,5.569571500558301,Increase,Increase,Increase,Increase,Increase,Increase,495762000.0,92.24817740993112,Increase,487422000.0,106.79780980155434,Increase
DE,14057000000.0,15.613684327446409,4881000000.0,14.528515299440414,-17187638.0,-5.752762270175227,Increase,Increase,Decrease,8966000000.0,17.483717483717488,6576000000.0,41.805467260012705,3035000000.0,42.56065068012902,1011000000.0,15.080548926014314,3401000000.0,8.048561151079149,2390000000.0,6.722547254725475,Increase,Increase,Increase,Increase,Increase,Increase,3890000000.0,82.78357097254737,Increase,3210000000.0,352.3600439077937,Increase
DAL,1356000000.0,1.875830013280222,-3600000000.0,-17.41570315901505,2181195.0,0.3401390125382209,Increase,Decrease,Increase,7466000000.0,14.76019137242497,2842000000.0,39.189189189189186,3291000000.0,249.69650986342944,1518000000.0,46.01394361927858,6142000000.0,13.172060305818277,4624000000.0,10.67159012231711,Increase,Increase,Increase,Increase,Increase,Increase,101000000.0,1.5873015873015817,Increase,1144000000.0,-38133.33333333333,Increase
DVN,769000000.0,3.2418532102356457,-517000000.0,-8.353530457262881,-17300000.0,-2.6493108728943393,Increase,Decrease,Decrease,-3911000000.0,-20.402733580259792,-3002000000.0,-35.87047436969769,-2268000000.0,-37.705735660847886,8000000.0,1.7817371937639104,-901000000.0,-8.009600853409193,-909000000.0,-8.41666666666666,Decrease,Decrease,Decrease,Increase,Decrease,Decrease,-1986000000.0,-23.282532239155916,Decrease,-808000000.0,-23.729809104258447,Decrease
DXCM,872800000.0,16.187844279169838,1236500000.0,103.23954245637469,-900000.0,-0.23297954957287592,Increase,Increase,Decrease,712500000.0,24.486218984122623,405800000.0,21.549572513408744,200300000.0,58.70457209847597,199300000.0,13.358804209397412,506000000.0,20.09052648296672,306700000.0,29.8724067400409,Increase,Increase,Increase,Increase,Increase,Increase,79000000.0,11.79985063480209,Increase,207200000.0,68.00131276665573,Increase
FANG,2792000000.0,10.65282918081576,403000000.0,6.460403975633211,-1116926.0,-0.6210637511798844,Increase,Increase,Decrease,-1231000000.0,-12.765736803899197,-1907000000.0,-28.135143110061968,-1243000000.0,-28.34017327861377,34000000.0,13.28125,710000000.0,22.74911887215636,676000000.0,23.595113438045367,Decrease,Decrease,Decrease,Increase,Increase,Increase,-405000000.0,-6.403162055335965,Decrease,-1506000000.0,-55.53097345132743,Decrease
DLR,2628260000.0,6.335446852377813,1167268000.0,8.080019094093792,20460000.0,7.027353785703494,Increase,Increase,Increase,785227000.0,16.736035418132865,204718000.0,7.655092675688935,571154000.0,151.2253630018746,138906000.0,6.9020311666164735,719415000.0,17.851045879754835,580509000.0,28.772796077642226,Increase,Increase,Increase,Increase,Increase,Increase,-24608000.0,-1.482956367046162,Decrease,-24608000.0,-1.482956367046162,Decrease
DG,1712224000.0,5.887296336768721,-777860000.0,-11.097385096782197,558000.0,0.25467241733414525,Increase,Decrease,Increase,846746000.0,2.2374133049444467,-101074000.0,-0.8551028933939442,-754715000.0,-31.238345869952223,780928000.0,9.196264253168597,1728748000.0,5.0084595623532735,947820000.0,3.641992540566652,Increase,Decrease,Decrease,Increase,Increase,Increase,407243000.0,20.520620491747522,Increase,267603000.0,63.11793439676583,Increase
DLTR,-998600000.0,-4.337571290195075,4700000.0,0.13736263736263687,-3315778.0,-1.49883974081102,Decrease,Increase,Decrease,2272100000.0,8.019638779176685,396400000.0,4.436287127604799,-2613800000.0,-161.80512566546986,2445500000.0,36.504903643773034,4321200000.0,16.559240325881184,1875700000.0,9.67040105587149,Increase,Increase,Decrease,Increase,Increase,Increase,1069700000.0,66.2434976467674,Increase,215900000.0,59.806094182825476,Increase
D,4237000000.0,4.0431318288086215,-1296000000.0,-3.7727061015370267,3000000.0,0.359281437125758,Increase,Decrease,Increase,455000000.0,3.2644568804706564,581000000.0,9.110867178924265,673000000.0,50.94625283875851,147000000.0,4.716073147256972,21000000.0,0.19666604233001816,-126000000.0,-1.6664462372702027,Increase,Increase,Increase,Increase,Increase,Decrease,2872000000.0,77.62162162162163,Increase,252000000.0,-6.47648419429453,Increase
DPZ,72678000.0,4.536078356231754,-33358000.0,-0.6715357267958022,-693536.0,-1.9580505976925067,Increase,Decrease,Decrease,-57800000.0,-1.2739252192672135,78811000.0,4.780463009354574,66855000.0,14.78232798172745,5895000.0,0.6536534738438737,-130716000.0,-3.44860154822465,-136611000.0,-4.729393827772532,Decrease,Increase,Increase,Increase,Decrease,Decrease,115547000.0,24.309460844026187,Increase,97385000.0,25.09385878793968,Increase
DOV,451994000.0,4.148058659834386,49246000.0,1.673603481106123,197778.0,0.14157490684312268,Increase,Increase,Increase,-69954000.0,-0.8222058822146661,21077000.0,0.6879913407817684,-8548000.0,-0.8023458384645465,34064000.0,2.0225314179926013,-56967000.0,-0.7991153578224997,-91031000.0,-1.6719710711590952,Decrease,Increase,Decrease,Increase,Decrease,Decrease,530621000.0,65.85642229845456,Increase,558991000.0,95.59290788389123,Increase
DOW,-2636000000.0,-4.349619655792614,126000000.0,0.9059534081104381,-2586487.0,-0.3669400881784246,Decrease,Increase,Decrease,-12280000000.0,-21.58096376225792,-3684000000.0,-43.01728164409154,-3993000000.0,-87.14535137494543,-82000000.0,-2.8651292802236217,-8678000000.0,-16.949218749999993,-8596000000.0,-17.7831105962183,Decrease,Decrease,Decrease,Decrease,Decrease,Decrease,-2279000000.0,-30.48829431438127,Decrease,-2698000000.0,-49.80616577441388,Decrease
DHI,2231300000.0,7.351628112325415,-972400000.0,-16.027954968764934,-9104458.0,-2.647006245384853,Increase,Decrease,Decrease,1980400000.0,5.915173237753879,-1153700000.0,-10.983330318637485,-1111800000.0,-18.980793854033294,315100000.0,10.740702866687112,3449200000.0,13.312440176614082,3134100000.0,13.640814940872836,Increase,Decrease,Decrease,Increase,Increase,Increase,3742300000.0,666.126735493058,Increase,3741900000.0,904.7147001934237,Increase
DTE,2072000000.0,4.854391678185688,545000000.0,3.232119558771207,724677.0,0.3524138339429772,Increase,Increase,Increase,-6483000000.0,-33.71645516954441,659000000.0,17.96619411123228,314000000.0,28.993536472760837,140000000.0,7.387862796833766,-7002000000.0,-40.11458034947006,-7142000000.0,-45.89974293059126,Decrease,Increase,Increase,Increase,Decrease,Decrease,1243000000.0,62.87303995953464,Increase,687000000.0,-49.03640256959315,Increase
DUK,-1193000000.0,-0.669901059038891,6579000000.0,9.987399996963852,711728.0,0.09243220779220351,Decrease,Increase,Increase,292000000.0,1.015016685205783,780000000.0,6.011097410604194,291000000.0,11.411764705882344,101000000.0,1.541514041514036,-387000000.0,-1.7320085929108497,-488000000.0,-3.090172239108413,Increase,Increase,Increase,Increase,Decrease,Decrease,3951000000.0,66.66104268601316,Increase,2714000000.0,-49.88970588235294,Increase
DD,-2803000000.0,-6.777898682142425,-43000000.0,-0.5531258039619291,-28014122.0,-6.114961446857404,Decrease,Decrease,Decrease,-949000000.0,-7.290466313282629,-382000000.0,-8.277356446370533,-5445000000.0,-92.79141104294479,-40000000.0,-1.5594541910331383,-607000000.0,-5.534786176711959,-567000000.0,-6.74839323970483,Decrease,Decrease,Decrease,Decrease,Decrease,Decrease,1330000000.0,226.19047619047618,Increase,-388000000.0,524.3243243243243,Decrease
EMN,-34000000.0,-0.23181291334287701,280000000.0,6.956521739130439,-1453106.0,-1.2231854565659561,Decrease,Increase,Decrease,-1370000000.0,-12.948960302457468,-76000000.0,-3.556387459054755,101000000.0,12.736443883984872,118000000.0,13.273340832395952,-1176000000.0,-12.601800257179596,-1294000000.0,-15.326305815468434,Decrease,Decrease,Increase,Increase,Decrease,Decrease,399000000.0,40.92307692307693,Increase,190000000.0,54.13105413105412,Increase
ETN,3418000000.0,9.761809561889523,-77000000.0,-0.9253695469294554,1600000.0,0.40221216691804784,Increase,Decrease,Increase,2444000000.0,11.777178103315332,1547000000.0,22.462610715841436,756000000.0,30.706742485783913,657000000.0,16.880781089414178,1554000000.0,8.751478290251736,897000000.0,6.469527587450408,Increase,Increase,Increase,Increase,Increase,Increase,1091000000.0,43.07145677062771,Increase,932000000.0,48.16537467700259,Increase
EBAY,770000000.0,3.693045563549169,-748000000.0,-9.68786426628675,-22000000.0,-4.081632653061229,Increase,Decrease,Decrease,317000000.0,3.236345074017355,164000000.0,2.3049894588896613,4036000000.0,-318.04570527974784,573000000.0,12.02518363064009,726000000.0,9.7515110812626,153000000.0,5.708955223880596,Increase,Increase,Increase,Increase,Increase,Increase,172000000.0,7.630878438331856,Increase,165000000.0,9.141274238227147,Increase
ECL,382300000.0,1.7810969842948499,-523900000.0,-6.487684668061866,948531.0,0.33340281195080035,Increase,Decrease,Increase,1132400000.0,7.981505236893671,808500000.0,15.09296594982079,280600000.0,25.70303196848951,407800000.0,11.160983086102139,731700000.0,5.860726643598624,323900000.0,3.6677612954365335,Increase,Increase,Increase,Increase,Increase,Increase,623400000.0,34.85797360769403,Increase,561400000.0,52.19412420974341,Increase
EIX,3717000000.0,4.762881049704637,3291000000.0,12.17761332099907,1716414.0,0.44907792709516503,Increase,Increase,Increase,-882000000.0,-5.1219512195122,593000000.0,9.687959483744478,583000000.0,70.75242718446601,-467000000.0,-10.487311924545251,-1942000000.0,-12.487139917695478,-1475000000.0,-13.289485539237766,Decrease,Increase,Increase,Decrease,Decrease,Decrease,185000000.0,5.752487562189046,Increase,515000000.0,-20.101483216237316,Increase
EW,1070700000.0,12.911667169128727,700000.0,0.11739057521382712,-7200000.0,-1.183626500082191,Increase,Increase,Decrease,622400000.0,11.56361474435197,323000000.0,7.5081357508135715,-119500000.0,-7.852027071423873,383600000.0,15.265838904807394,683000000.0,19.008126461093177,299400000.0,27.711958533876334,Increase,Increase,Decrease,Increase,Increase,Increase,-322400000.0,-26.46527663766213,Decrease,-323900000.0,-33.973148730857986,Decrease
EA,-39000000.0,-0.289768927854972,2000000.0,0.10638297872340718,-6621281.0,-2.425377655677652,Decrease,Increase,Decrease,136000000.0,1.831403178023172,218000000.0,3.869364572239964,471000000.0,58.728179551122196,81000000.0,1.9327129563350143,-1000000.0,-0.016714023065356187,-82000000.0,-4.57589285714286,Increase,Increase,Increase,Increase,Decrease,Decrease,765000000.0,49.35483870967743,Increase,773000000.0,57.557706626954584,Increase
EMR,7074000000.0,19.830679524557084,-649000000.0,-7.8580942002663745,-19400000.0,-3.280351707811968,Increase,Decrease,Decrease,1361000000.0,9.859461025789628,1121000000.0,17.776720583571205,9988000000.0,309.1303002166512,718000000.0,18.177215189873408,958000000.0,8.368273934311677,240000000.0,3.2008535609495903,Increase,Increase,Increase,Increase,Increase,Increase,-2285000000.0,-78.19986310746064,Decrease,-2349000000.0,-89.55394586351505,Decrease
ENPH,298732000.0,9.685631654713589,94273000.0,7.859587399382217,-719000.0,-0.5269677003246875,Increase,Increase,Decrease,-40067000.0,-1.718984423299108,83793000.0,8.597725208932939,41574000.0,10.462500188744773,73013000.0,13.935108311861821,-50847000.0,-2.704328457277072,-123860000.0,-9.132480693201439,Decrease,Increase,Increase,Increase,Decrease,Decrease,-48037000.0,-6.449503703594306,Decrease,-111995000.0,-16.03653629717029,Decrease
ETR,1108205000.0,1.8912900207117778,-614673000.0,-2.601954358014169,1672070.0,0.7917879120072469,Increase,Decrease,Increase,-1616825000.0,-11.746564666098092,54085000.0,1.0252398371217275,1265172000.0,115.31566676206641,-719258000.0,-21.229324329110632,-2390168000.0,-20.124466549677923,-1670910000.0,-19.683501462971698,Decrease,Increase,Increase,Decrease,Decrease,Decrease,1708838000.0,66.09339042115808,Increase,2285952000.0,-84.56313125427957,Increase
EOG,2486000000.0,6.009040148896561,2000000.0,0.05586592178770111,-6836108.0,-1.1632038440196446,Increase,Increase,Decrease,-6310000000.0,-21.395632713956324,-6425000000.0,-26.773064422035166,-165000000.0,-2.1265627013790422,-1061000000.0,-10.890987476904124,-946000000.0,-6.208978734576009,115000000.0,2.0931925737167845,Decrease,Decrease,Decrease,Decrease,Decrease,Increase,247000000.0,2.2266294059316794,Increase,-938000000.0,-15.394715247004765,Decrease
EPAM,343214000.0,8.560765109620473,-1567000.0,-5.658469649369879,132000.0,0.2289480530743182,Increase,Decrease,Increase,-134158000.0,-2.780650726739786,-103989000.0,-6.76124745207296,-2333000.0,-0.5562496423598517,-58184000.0,-6.029123909770384,-88353000.0,-2.078047252272719,-30169000.0,-0.9179163308417615,Decrease,Decrease,Decrease,Decrease,Decrease,Decrease,98530000.0,21.23015531001673,Increase,151744000.0,39.674227073664944,Increase
EQT,2615172000.0,11.535864739920187,246348000.0,4.686689370707686,54533000.0,14.925704025859222,Increase,Increase,Increase,-7070639000.0,-58.2395167430068,-7090534000.0,-69.69492043877167,-35733000.0,-2.0177135064781027,8336000.0,0.34500383866435946,28231000.0,0.6440798767644917,19895000.0,1.0114659927288328,Decrease,Decrease,Decrease,Increase,Increase,Increase,-286710000.0,-8.27312180426829,Decrease,-905304000.0,-43.83790361514626,Decrease
EFX,732100000.0,6.339680807765924,-72300000.0,-1.4999688803136846,800000.0,0.6530612244898037,Increase,Decrease,Increase,143000000.0,2.791769161688329,-14900000.0,-0.505942275042448,-150900000.0,-21.67480609020397,107500000.0,5.690841715193229,265400000.0,6.526978505730163,157900000.0,7.252434319309198,Increase,Decrease,Decrease,Increase,Increase,Increase,359700000.0,47.51023642847709,Increase,382900000.0,288.763197586727,Increase
EQIX,2339982000.0,7.719975974194226,-26638000.0,-0.2088886766387077,1858574.0,2.006650716093139,Increase,Decrease,Increase,925031000.0,12.736026809470612,448874000.0,12.782591658968379,264833000.0,37.59989777736763,224577000.0,9.827192605133494,700734000.0,11.607779137226215,476157000.0,12.692439639493625,Increase,Increase,Increase,Increase,Increase,Increase,253413000.0,8.552056539220331,Increase,-249601000.0,-36.42863606245385,Decrease
EQR,-183698000.0,-0.9085746341599532,-314448000.0,-4.310006062419481,861709.0,0.22770648862482368,Decrease,Decrease,Increase,138784000.0,5.074035346851025,74872000.0,4.2720553874560085,58527000.0,7.5332953195411,8547000.0,0.9084068285154956,72459000.0,3.7671195486880693,63912000.0,6.504501918925776,Increase,Increase,Increase,Increase,Increase,Increase,78042000.0,5.364610972561712,Increase,-23257000.0,-1.902389745729094,Decrease
ESS,-11478000.0,-0.09276721998593418,299624000.0,5.073118334552129,-401106.0,-0.6208628818599848,Decrease,Increase,Decrease,62581000.0,3.8947258363444703,55524000.0,4.017097479944898,-2490000.0,-0.609823298188894,26949000.0,4.601475258682508,34006000.0,4.19681049313696,7057000.0,3.1417225383088,Increase,Increase,Decrease,Increase,Increase,Increase,4415000.0,0.45251929741125796,Increase,27237000.0,3.3524277007001,Increase
EL,-1738000000.0,-7.422592355327784,150000000.0,2.1076296192215738,1068688.0,0.2988334696069739,Decrease,Increase,Increase,-302000000.0,-1.8981772470144542,-162000000.0,-1.4278159703860371,-616000000.0,-61.23260437375746,46000000.0,0.48041775456919567,-94000000.0,-0.6648277813140924,-140000000.0,-3.0674846625766916,Decrease,Decrease,Decrease,Increase,Decrease,Decrease,629000000.0,36.337377238590406,Increase,2999000000.0,-192.4903722721438,Increase
ETSY,50439000.0,1.9142218803238409,4177000.0,0.1832306855468424,-5985394.0,-4.786236901067875,Increase,Increase,Decrease,182266000.0,7.102810439610763,98183000.0,5.390171609519312,1001856000.0,-144.29977185260293,136713000.0,9.52665991664443,220796000.0,10.129887885618283,84083000.0,11.292493070030307,Increase,Increase,Increase,Increase,Increase,Increase,21901000.0,3.2037178984570147,Increase,19192000.0,2.96899969524127,Increase
EVRG,1486200000.0,5.039691555413883,1147600000.0,11.585248897099643,183191.0,0.07980575405537316,Increase,Increase,Increase,-350900000.0,-5.988974415865922,135900000.0,5.168086400973526,-21400000.0,-2.84309817988575,133400000.0,9.362717574396417,-353400000.0,-7.59297853597748,-486800000.0,-15.07354079578882,Decrease,Increase,Decrease,Increase,Decrease,Decrease,178300000.0,9.895110716465961,Increase,10800000.0,-2.9621503017004946,Increase
ES,2381345000.0,4.473614009907778,3821412000.0,18.97943657464114,1096411.0,0.3146593014246246,Increase,Increase,Increase,-378631000.0,-3.080971990675496,-563173000.0,-10.409979123590052,-1847115000.0,-131.4789572025981,-677454000.0,-22.642330496861607,-492912000.0,-4.9933433839355,184542000.0,2.6825296733640425,Decrease,Decrease,Decrease,Decrease,Decrease,Increase,-755132000.0,-31.44689132063434,Decrease,-1650129000.0,158.58101270567067,Decrease
EXC,6197000000.0,6.499281586592409,4420000000.0,12.394145028321457,5000000.0,0.5030181086519203,Increase,Increase,Increase,2649000000.0,13.885103260299815,895000000.0,11.142928286852595,158000000.0,7.281105990783421,199000000.0,4.220572640509013,1953000000.0,12.39134572679399,1754000000.0,15.87905124026796,Increase,Increase,Increase,Increase,Increase,Increase,-167000000.0,-3.429158110882957,Decrease,-428000000.0,18.796662274923136,Decrease
EXPE,81000000.0,0.3756783080562043,13000000.0,0.2083333333333437,-16234548.0,-10.591432672233825,Increase,Increase,Decrease,1172000000.0,10.04542727350648,1256000000.0,12.547452547452554,445000000.0,126.42045454545455,978000000.0,11.087178324453006,894000000.0,8.53216262645542,-84000000.0,-5.069402534701273,Increase,Increase,Increase,Increase,Increase,Decrease,-750000000.0,-21.802325581395355,Decrease,-934000000.0,-33.621310295176386,Decrease
EXR,15288804000.0,125.65323011593712,3948286000.0,61.822743171414785,77357783.0,57.76373492376328,Increase,Increase,Increase,636074000.0,33.05705836802362,434066000.0,29.82722082805367,-57490000.0,-6.679540088859149,234894000.0,56.253008499234845,436902000.0,49.285649018747414,202008000.0,43.08107024495524,Increase,Increase,Decrease,Increase,Increase,Increase,164335000.0,13.272742398066772,Increase,171173000.0,14.084753893460666,Increase
XOM,7250000000.0,1.9644129656674725,-3615000000.0,-9.702093397745571,-111000000.0,-2.719255267025966,Increase,Decrease,Decrease,-63978000000.0,-16.047657866683384,-18925000000.0,-18.361842296758425,-19730000000.0,-35.39648367420165,874000000.0,2.2114825029730945,-44179000000.0,-13.182684876569917,-45053000000.0,-15.2407918594896,Decrease,Decrease,Decrease,Increase,Decrease,Decrease,-21428000000.0,-27.902131593682043,Decrease,-24940000000.0,-42.712793286521666,Decrease
FFIV,-27861000.0,-0.5280510913738157,,0.0,-653000.0,-1.0908787170063494,Decrease,No Change,Decrease,117324000.0,4.3520306249061,63643000.0,2.951603223792776,72788000.0,22.593742239880797,-62612000.0,-3.589073651904795,-8931000.0,-0.39099986690857014,53681000.0,9.947797274784254,Increase,Increase,Increase,Decrease,Decrease,Increase,210778000.0,47.61934884813761,Increase,190218000.0,46.507272491668836,Increase
FDS,-51383000.0,-1.2799974092651212,-369724000.0,-18.650097052900893,-19384.0,-0.05095051733279288,Decrease,Decrease,Decrease,241616000.0,13.103587411844074,139497000.0,14.339947326544578,71256000.0,17.952367875399645,24098000.0,5.56494670139851,126217000.0,9.678193565404891,102119000.0,11.722913170153815,Increase,Increase,Increase,Increase,Increase,Increase,107296000.0,19.93323140316232,Increase,97666000.0,20.049638590822404,Increase
FICO,133247000.0,9.240212089312738,-12011000.0,-0.6586173258414818,-384000.0,-1.5265961676075412,Increase,Decrease,Decrease,136287000.0,9.895445337515518,127408000.0,11.850848668397983,55834000.0,14.947221322425118,28933000.0,5.431570805846642,37812000.0,4.52916431097099,8879000.0,2.9383732551443886,Increase,Increase,Increase,Increase,Increase,Increase,-40535000.0,-7.956619884188831,Decrease,-38743000.0,-7.695944348765749,Decrease
FAST,-85700000.0,-1.8840962054258448,-153200000.0,-43.37485843714609,1170693.0,0.2050926870146741,Decrease,Decrease,Increase,366100000.0,5.244534853737504,138700000.0,4.313079171590273,68100000.0,6.265525807341987,63600000.0,3.609124957439569,291000000.0,5.265062420843125,227400000.0,6.040161495962604,Increase,Increase,Increase,Increase,Increase,Increase,491700000.0,52.2529224229543,Increase,492700000.0,64.22054223149114,Increase
FRT,202521000.0,2.459572763681672,269784000.0,6.231450921641901,1432327.0,1.7608493932461888,Increase,Increase,Increase,57776000.0,5.377623145671273,51463000.0,7.171584011059151,-148506000.0,-38.523856588091554,17425000.0,4.90782858510892,23738000.0,3.334799045273651,6313000.0,1.7694278298792998,Increase,Increase,Decrease,Increase,Increase,Increase,39061000.0,7.558696438834378,Increase,144642000.0,144.54371027701166,Increase
